naics,naics_title,sic,sic_description
711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities ",7922,Theatrical Producers and Services
711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities ",7941,"Sports Clubs, Managers, and Promoters"
711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities ",7999,"Amusement and Recreation, Nec"
711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities ",7389,"Business Services, Nec"
711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities ",7922,Theatrical Producers and Services
711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities ",7941,"Sports Clubs, Managers, and Promoters"
711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities ",7999,"Amusement and Recreation, Nec"
711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",7389,"Business Services, Nec"
711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",7922,Theatrical Producers and Services
711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",7941,"Sports Clubs, Managers, and Promoters"
711510,"Independent Artists, Writers, and Performers ",7383,News Syndicates
711510,"Independent Artists, Writers, and Performers ",7699,"Repair Services, Nec"
711510,"Independent Artists, Writers, and Performers ",7819,Services Allied To Motion Pictures
711510,"Independent Artists, Writers, and Performers ",7922,Theatrical Producers and Services
711510,"Independent Artists, Writers, and Performers ",7929,Entertainers and Entertainment Groups
711510,"Independent Artists, Writers, and Performers ",8999,"Services, Nec"
712110,Museums ,8412,Museums and Art Galleries
712120,Historical Sites,8412,Museums and Art Galleries
712130,Zoos and Botanical Gardens ,8422,Botanical and Zoological Gardens
712190,Nature Parks and Other Similar Institutions,7999,"Amusement and Recreation, Nec"
712190,Nature Parks and Other Similar Institutions,8422,Botanical and Zoological Gardens
713110,Amusement and Theme Parks ,7996,Amusement Parks
713120,Amusement Arcades,7993,Coin-operated Amusement Devices
713210,Casinos (except Casino Hotels),7999,"Amusement and Recreation, Nec"
713290,Other Gambling Industries ,7993,Coin-operated Amusement Devices
713290,Other Gambling Industries ,7999,"Amusement and Recreation, Nec"
713910,Golf Courses and Country Clubs,7992,Public Golf Courses
713910,Golf Courses and Country Clubs,7997,Membership Sports and Recreation Clubs
713920,Skiing Facilities,7999,"Amusement and Recreation, Nec"
713930,Marinas,4493,Marinas
713940,Fitness and Recreational Sports Centers ,7991,Physical Fitness Facilities
713940,Fitness and Recreational Sports Centers ,7997,Membership Sports and Recreation Clubs
713940,Fitness and Recreational Sports Centers ,7999,"Amusement and Recreation, Nec"
713950,Bowling Centers,7933,Bowling Centers
713990,All Other Amusement and Recreation Industries ,7911,"Dance Studios, Schools, and Halls"
713990,All Other Amusement and Recreation Industries ,7993,Coin-operated Amusement Devices
713990,All Other Amusement and Recreation Industries ,7997,Membership Sports and Recreation Clubs
713990,All Other Amusement and Recreation Industries ,7999,"Amusement and Recreation, Nec"
721110,Hotels (except Casino Hotels) and Motels ,7011,Hotels and Motels
721110,Hotels (except Casino Hotels) and Motels ,7041,Membership-basis Organization Hotels
721120,Casino Hotels,7011,Hotels and Motels
721191,Bed-and-Breakfast Inns ,7011,Hotels and Motels
721199,All Other Traveler Accommodation ,7011,Hotels and Motels
721211,RV (Recreational Vehicle) Parks and Campgrounds ,7033,Trailer Parks and Campsites
721214,Recreational and Vacation Camps (except Campgrounds) ,7032,Sporting and Recreational Camps
721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps ",7021,Rooming and Boarding Houses
721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps ",7041,Membership-basis Organization Hotels
722310,Food Service Contractors,4789,"Transportation Services, Nec"
722310,Food Service Contractors,5812,Eating Places
722320,Caterers,5812,Eating Places
722330,Mobile Food Services,5963,Direct Selling Establishments
722410,Drinking Places (Alcoholic Beverages) ,5813,Drinking Places
722511,Full-Service Restaurants ,5812,Eating Places
722513,Limited-Service Restaurants ,5812,Eating Places
722514,"Cafeterias, Grill Buffets, and Buffets ",5812,Eating Places
722515,Snack and Nonalcoholic Beverage Bars ,5461,Retail Bakeries
722515,Snack and Nonalcoholic Beverage Bars ,5812,Eating Places
811111,General Automotive Repair ,7538,General Automotive Repair Shops
811114,Specialized Automotive Repair ,7533,Auto Exhaust System Repair Shops
811114,Specialized Automotive Repair ,7537,Automotive Transmission Repair Shops
811114,Specialized Automotive Repair ,7539,"Automotive Repair Shops, Nec"
811121,"Automotive Body, Paint, and Interior Repair and Maintenance ",7532,Top and Body Repair and Paint Shops
811122,Automotive Glass Replacement Shops ,7536,Automotive Glass Replacement Shops
811122,Automotive Glass Replacement Shops ,7549,"Automotive Services, Nec"
811191,Automotive Oil Change and Lubrication Shops ,7549,"Automotive Services, Nec"
811192,Car Washes ,7542,Carwashes
811198,All Other Automotive Repair and Maintenance ,7534,Tire Retreading and Repair Shops
811198,All Other Automotive Repair and Maintenance ,7539,"Automotive Repair Shops, Nec"
811198,All Other Automotive Repair and Maintenance ,7549,"Automotive Services, Nec"
811210,Electronic and Precision Equipment Repair and Maintenance ,7622,Radio and Television Repair
811210,Electronic and Precision Equipment Repair and Maintenance ,7629,Electrical Repair Shops
811210,Electronic and Precision Equipment Repair and Maintenance ,7699,"Repair Services, Nec"
811210,Electronic and Precision Equipment Repair and Maintenance ,7378,Computer Maintenance and Repair
811210,Electronic and Precision Equipment Repair and Maintenance ,7629,Electrical Repair Shops
811210,Electronic and Precision Equipment Repair and Maintenance ,7699,"Repair Services, Nec"
811210,Electronic and Precision Equipment Repair and Maintenance ,7622,Radio and Television Repair
811210,Electronic and Precision Equipment Repair and Maintenance ,7629,Electrical Repair Shops
811210,Electronic and Precision Equipment Repair and Maintenance ,7629,Electrical Repair Shops
811210,Electronic and Precision Equipment Repair and Maintenance ,7699,"Repair Services, Nec"
811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,7623,Refrigeration Service and Repair
811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,7692,Welding Repair
811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,7694,Armature Rewinding Shops
811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,7699,"Repair Services, Nec"
811411,Home and Garden Equipment Repair and Maintenance ,7699,"Repair Services, Nec"
811412,Appliance Repair and Maintenance ,7623,Refrigeration Service and Repair
811412,Appliance Repair and Maintenance ,7629,Electrical Repair Shops
811412,Appliance Repair and Maintenance ,7699,"Repair Services, Nec"
811420,Reupholstery and Furniture Repair,4581,"Airports, Flying Fields, and Services"
811420,Reupholstery and Furniture Repair,7641,Reupholstery and Furniture Repair
811430,Footwear and Leather Goods Repair,7251,Shoe Repair and Shoeshine Parlors
811430,Footwear and Leather Goods Repair,7699,"Repair Services, Nec"
811490,Other Personal and Household Goods Repair and Maintenance ,3732,Boatbuilding and Repairing
811490,Other Personal and Household Goods Repair and Maintenance ,7219,"Laundry and Garment Services, Nec"
811490,Other Personal and Household Goods Repair and Maintenance ,7631,"Watch, Clock, and Jewelry Repair"
811490,Other Personal and Household Goods Repair and Maintenance ,7699,"Repair Services, Nec"
812111,Barber Shops ,7241,Barber Shops
812112,Beauty Salons ,7231,Beauty Shops
812113,Nail Salons ,7231,Beauty Shops
812191,Diet and Weight Reducing Centers ,7299,Miscellaneous Personal Services
812199,Other Personal Care Services ,7299,Miscellaneous Personal Services
812210,Funeral Homes and Funeral Services ,7261,Funeral Service and Crematories
812220,Cemeteries and Crematories ,6531,Real Estate Agents and Managers
812220,Cemeteries and Crematories ,6553,Cemetery Subdividers and Developers
812220,Cemeteries and Crematories ,7261,Funeral Service and Crematories
812310,Coin-Operated Laundries and Drycleaners ,7215,Coin-operated Laundries and Cleaning
812320,Drycleaning and Laundry Services (except Coin-Operated) ,7211,"Power Laundries, Family and Commercial"
812320,Drycleaning and Laundry Services (except Coin-Operated) ,7212,Garment Pressing and Cleaners' Agents
812320,Drycleaning and Laundry Services (except Coin-Operated) ,7216,"Drycleaning Plants, Except Rugs"
812320,Drycleaning and Laundry Services (except Coin-Operated) ,7219,"Laundry and Garment Services, Nec"
812320,Drycleaning and Laundry Services (except Coin-Operated) ,7251,Shoe Repair and Shoeshine Parlors
812320,Drycleaning and Laundry Services (except Coin-Operated) ,7389,"Business Services, Nec"
812331,Linen Supply ,7213,Linen Supply
812331,Linen Supply ,7219,"Laundry and Garment Services, Nec"
812332,Industrial Launderers ,7218,Industrial Launderers
812910,Pet Care (except Veterinary) Services ,0752,Animal Specialty Services
812921,Photofinishing Laboratories (except One-Hour) ,7384,Photofinish Laboratories
812922,One-Hour Photofinishing ,7384,Photofinish Laboratories
812930,Parking Lots and Garages ,7299,Miscellaneous Personal Services
812930,Parking Lots and Garages ,7521,Automobile Parking
812990,All Other Personal Services ,4899,"Communication Services, Nec"
812990,All Other Personal Services ,7251,Shoe Repair and Shoeshine Parlors
812990,All Other Personal Services ,7299,Miscellaneous Personal Services
812990,All Other Personal Services ,7389,"Business Services, Nec"
812990,All Other Personal Services ,7999,"Amusement and Recreation, Nec"
813110,Religious Organizations ,8661,Religious Organizations
813211,Grantmaking Foundations ,6732,"Trusts: Educational, Religious, Etc."
813212,Voluntary Health Organizations ,8399,"Social Services, Nec"
813219,Other Grantmaking and Giving Services ,8399,"Social Services, Nec"
813311,Human Rights Organizations ,8399,"Social Services, Nec"
813312,"Environment, Conservation and Wildlife Organizations ",8399,"Social Services, Nec"
813312,"Environment, Conservation and Wildlife Organizations ",8699,"Membership Organizations, Nec"
813319,Other Social Advocacy Organizations ,8399,"Social Services, Nec"
813319,Other Social Advocacy Organizations ,8641,Civic and Social Associations
813410,Civic and Social Organizations ,8641,Civic and Social Associations
813410,Civic and Social Organizations ,8699,"Membership Organizations, Nec"
813910,Business Associations ,8611,Business Associations
813910,Business Associations ,8699,"Membership Organizations, Nec"
813920,Professional Organizations ,8621,Professional Organizations
813930,Labor Unions and Similar Labor Organizations ,8631,Labor Organizations
813940,Political Organizations ,8651,Political Organizations
813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) ",6531,Real Estate Agents and Managers
